Date,Site ID,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,STATE_CODE,STATE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE,POC
01/01/2014,170310001,10.9,ug/m3 LC,45,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
01/01/2014,170310057,8.4,ug/m3 LC,35,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
01/01/2014,170310076,6.1,ug/m3 LC,25,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
01/01/2014,170314201,7.6,ug/m3 LC,32,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
01/01/2014,170316005,8.3,ug/m3 LC,35,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
02/01/2014,170310001,6.2,ug/m3 LC,26,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
02/01/2014,170310057,5.6,ug/m3 LC,23,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
02/01/2014,170310076,2,ug/m3 LC,8,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
02/01/2014,170314201,3.5,ug/m3 LC,15,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
02/01/2014,170314201,4.7,ug/m3 LC,20,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
02/01/2014,170316005,6.5,ug/m3 LC,27,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
03/01/2014,170310001,7.2,ug/m3 LC,30,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
03/01/2014,170310057,8.2,ug/m3 LC,34,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
03/01/2014,170310076,7,ug/m3 LC,29,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
03/01/2014,170314201,10.9,ug/m3 LC,45,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
03/01/2014,170316005,10.4,ug/m3 LC,43,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
04/01/2014,170310001,8.9,ug/m3 LC,37,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
04/01/2014,170310057,8.3,ug/m3 LC,35,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
04/01/2014,170310076,5.3,ug/m3 LC,22,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
04/01/2014,170314201,5.1,ug/m3 LC,21,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
04/01/2014,170316005,10,ug/m3 LC,42,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
05/01/2014,170310001,9.7,ug/m3 LC,40,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
05/01/2014,170310057,9.2,ug/m3 LC,38,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
05/01/2014,170310057,7.9,ug/m3 LC,33,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
05/01/2014,170310076,6.7,ug/m3 LC,28,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
05/01/2014,170310076,12.4,ug/m3 LC,52,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,2
05/01/2014,170314201,5.9,ug/m3 LC,25,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
05/01/2014,170316005,8,ug/m3 LC,33,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
06/01/2014,170310001,5.3,ug/m3 LC,22,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
06/01/2014,170310057,7.1,ug/m3 LC,30,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
06/01/2014,170310076,3.3,ug/m3 LC,14,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
06/01/2014,170314201,5.9,ug/m3 LC,25,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
06/01/2014,170316005,7.2,ug/m3 LC,30,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
07/01/2014,170310001,6.5,ug/m3 LC,27,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
07/01/2014,170310057,9.2,ug/m3 LC,38,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
07/01/2014,170310076,3.6,ug/m3 LC,15,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
07/01/2014,170314201,8.5,ug/m3 LC,35,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
07/01/2014,170316005,10.3,ug/m3 LC,43,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
08/01/2014,170310001,21,ug/m3 LC,70,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,2
08/01/2014,170310057,18.9,ug/m3 LC,65,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,2
08/01/2014,170310076,21.6,ug/m3 LC,71,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,2
08/01/2014,170314201,14.8,ug/m3 LC,57,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,2
08/01/2014,170314201,17.7,ug/m3 LC,63,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,2
08/01/2014,170316005,19.5,ug/m3 LC,67,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,2
09/01/2014,170310001,28.7,ug/m3 LC,86,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,2
09/01/2014,170310057,29.7,ug/m3 LC,88,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,2
09/01/2014,170310076,27.1,ug/m3 LC,83,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,2
09/01/2014,170314201,30,ug/m3 LC,89,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,2
09/01/2014,170316005,33.9,ug/m3 LC,97,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,2
10/01/2014,170310001,13,ug/m3 LC,53,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,2
10/01/2014,170310057,17.1,ug/m3 LC,62,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,2
10/01/2014,170310076,12.9,ug/m3 LC,53,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,2
10/01/2014,170314201,14.2,ug/m3 LC,55,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,2
10/01/2014,170316005,18.5,ug/m3 LC,64,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,2
11/01/2014,170310001,9.6,ug/m3 LC,40,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
11/01/2014,170310057,10.7,ug/m3 LC,45,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
11/01/2014,170310057,10.5,ug/m3 LC,44,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
11/01/2014,170310076,10,ug/m3 LC,42,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
11/01/2014,170310076,10.7,ug/m3 LC,45,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
11/01/2014,170314201,5.6,ug/m3 LC,23,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
11/01/2014,170314201,9.9,ug/m3 LC,41,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
11/01/2014,170316005,10.2,ug/m3 LC,43,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
12/01/2014,170310001,8,ug/m3 LC,33,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
12/01/2014,170310057,7.5,ug/m3 LC,31,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
12/01/2014,170310076,7.7,ug/m3 LC,32,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
12/01/2014,170314201,7.7,ug/m3 LC,32,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
12/01/2014,170316005,8.2,ug/m3 LC,34,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
13/01/2014,170310001,7.1,ug/m3 LC,30,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
13/01/2014,170310057,6.6,ug/m3 LC,28,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
13/01/2014,170310076,7.4,ug/m3 LC,31,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
13/01/2014,170314201,2.3,ug/m3 LC,10,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
13/01/2014,170316005,6.8,ug/m3 LC,28,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
14/01/2014,170310001,9.9,ug/m3 LC,41,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
14/01/2014,170310057,11.6,ug/m3 LC,48,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
14/01/2014,170310076,9.3,ug/m3 LC,39,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
14/01/2014,170310076,10.7,ug/m3 LC,45,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
14/01/2014,170314201,10.6,ug/m3 LC,44,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
14/01/2014,170314201,10.4,ug/m3 LC,43,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
14/01/2014,170316005,10.3,ug/m3 LC,43,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
15/01/2014,170310057,7.1,ug/m3 LC,30,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
15/01/2014,170310076,5.3,ug/m3 LC,22,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
15/01/2014,170314201,6.5,ug/m3 LC,27,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
15/01/2014,170316005,5.4,ug/m3 LC,23,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
16/01/2014,170310057,8.5,ug/m3 LC,35,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
16/01/2014,170310076,5.7,ug/m3 LC,24,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
16/01/2014,170314201,7.3,ug/m3 LC,30,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
16/01/2014,170316005,6.6,ug/m3 LC,28,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
17/01/2014,170310057,6.4,ug/m3 LC,27,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
17/01/2014,170310057,6.5,ug/m3 LC,27,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
17/01/2014,170310076,5.4,ug/m3 LC,23,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
17/01/2014,170310076,7.6,ug/m3 LC,32,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
17/01/2014,170314201,4.9,ug/m3 LC,20,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
17/01/2014,170314201,6.9,ug/m3 LC,29,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
17/01/2014,170316005,3.1,ug/m3 LC,13,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
18/01/2014,170310001,10.2,ug/m3 LC,43,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
18/01/2014,170310057,12.1,ug/m3 LC,51,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,2
18/01/2014,170310076,9.6,ug/m3 LC,40,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
18/01/2014,170314201,12.7,ug/m3 LC,52,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,2
18/01/2014,170316005,10.8,ug/m3 LC,45,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
19/01/2014,170310001,13.4,ug/m3 LC,54,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,2
19/01/2014,170310057,12.5,ug/m3 LC,52,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,2
19/01/2014,170310076,12.1,ug/m3 LC,51,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,2
19/01/2014,170314201,12.4,ug/m3 LC,52,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,2
19/01/2014,170316005,12.7,ug/m3 LC,52,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,2
20/01/2014,170310001,6.8,ug/m3 LC,28,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
20/01/2014,170310057,8.3,ug/m3 LC,35,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
20/01/2014,170310076,6.9,ug/m3 LC,29,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
20/01/2014,170310076,10.2,ug/m3 LC,43,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
20/01/2014,170314201,2,ug/m3 LC,8,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
20/01/2014,170316005,7.3,ug/m3 LC,30,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
21/01/2014,170310001,6,ug/m3 LC,25,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
21/01/2014,170310057,6.3,ug/m3 LC,26,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
21/01/2014,170310076,4.4,ug/m3 LC,18,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
21/01/2014,170314201,5.8,ug/m3 LC,24,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
21/01/2014,170316005,2.9,ug/m3 LC,12,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
22/01/2014,170310001,8.3,ug/m3 LC,35,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
22/01/2014,170310057,11.4,ug/m3 LC,48,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
22/01/2014,170310076,8.4,ug/m3 LC,35,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
22/01/2014,170314201,10.9,ug/m3 LC,45,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
22/01/2014,170316005,9.6,ug/m3 LC,40,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
23/01/2014,170310001,3.5,ug/m3 LC,15,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
23/01/2014,170310057,6,ug/m3 LC,25,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
23/01/2014,170310057,4.9,ug/m3 LC,20,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
23/01/2014,170310076,3.1,ug/m3 LC,13,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
23/01/2014,170310076,5,ug/m3 LC,21,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
23/01/2014,170314201,5.2,ug/m3 LC,22,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
23/01/2014,170314201,4,ug/m3 LC,17,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
23/01/2014,170316005,3.2,ug/m3 LC,13,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
24/01/2014,170310001,4.1,ug/m3 LC,17,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
24/01/2014,170310057,7.2,ug/m3 LC,30,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
24/01/2014,170310076,4.8,ug/m3 LC,20,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
24/01/2014,170314201,7.1,ug/m3 LC,30,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
24/01/2014,170316005,5.4,ug/m3 LC,23,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
25/01/2014,170310001,4.6,ug/m3 LC,19,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
25/01/2014,170310057,4.3,ug/m3 LC,18,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
25/01/2014,170310076,3.8,ug/m3 LC,16,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
25/01/2014,170314201,2.6,ug/m3 LC,11,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
25/01/2014,170316005,3.3,ug/m3 LC,14,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
26/01/2014,170310001,3.6,ug/m3 LC,15,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
26/01/2014,170310057,3.9,ug/m3 LC,16,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
26/01/2014,170310076,3.4,ug/m3 LC,14,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
26/01/2014,170314201,5.5,ug/m3 LC,23,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
26/01/2014,170316005,3.2,ug/m3 LC,13,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
27/01/2014,170310001,5.2,ug/m3 LC,22,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
27/01/2014,170310057,5.7,ug/m3 LC,24,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
27/01/2014,170310076,2.9,ug/m3 LC,12,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
27/01/2014,170314201,6.3,ug/m3 LC,26,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
27/01/2014,170316005,2.1,ug/m3 LC,9,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
28/01/2014,170310001,5.8,ug/m3 LC,24,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
28/01/2014,170310057,6.9,ug/m3 LC,29,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
28/01/2014,170310076,4.3,ug/m3 LC,18,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
28/01/2014,170314201,8.9,ug/m3 LC,37,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
28/01/2014,170316005,4.6,ug/m3 LC,19,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
29/01/2014,170310001,5.6,ug/m3 LC,23,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
29/01/2014,170310057,7.7,ug/m3 LC,32,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
29/01/2014,170310057,8.9,ug/m3 LC,37,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
29/01/2014,170310076,8.1,ug/m3 LC,34,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
29/01/2014,170310076,8.1,ug/m3 LC,34,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
29/01/2014,170314201,9,ug/m3 LC,38,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
29/01/2014,170314201,7.3,ug/m3 LC,30,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
29/01/2014,170316005,6.8,ug/m3 LC,28,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
30/01/2014,170310001,7.2,ug/m3 LC,30,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
30/01/2014,170310057,9,ug/m3 LC,38,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
30/01/2014,170314201,6.1,ug/m3 LC,25,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
30/01/2014,170316005,9.3,ug/m3 LC,39,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
31/01/2014,170310001,11.9,ug/m3 LC,50,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
31/01/2014,170310057,14,ug/m3 LC,55,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,2
31/01/2014,170314201,10.3,ug/m3 LC,43,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
31/01/2014,170316005,15.1,ug/m3 LC,57,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,2
01/02/2014,170310001,19,ug/m3 LC,66,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,2
01/02/2014,170310057,18.6,ug/m3 LC,65,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,2
01/02/2014,170310076,20.5,ug/m3 LC,69,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,2
01/02/2014,170310076,21.3,ug/m3 LC,70,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,2
01/02/2014,170314201,15.8,ug/m3 LC,59,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,2
01/02/2014,170314201,19.3,ug/m3 LC,66,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,2
01/02/2014,170316005,19.9,ug/m3 LC,67,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,2
02/02/2014,170310001,16.9,ug/m3 LC,61,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,2
02/02/2014,170310057,16.4,ug/m3 LC,60,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,2
02/02/2014,170310076,19.1,ug/m3 LC,66,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,2
02/02/2014,170314201,16.6,ug/m3 LC,60,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,2
02/02/2014,170316005,15.4,ug/m3 LC,58,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,2
03/02/2014,170310001,21.2,ug/m3 LC,70,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,2
03/02/2014,170310057,15.7,ug/m3 LC,59,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,2
03/02/2014,170310076,22.8,ug/m3 LC,74,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,2
03/02/2014,170314201,17.3,ug/m3 LC,62,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,2
03/02/2014,170316005,17,ug/m3 LC,61,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,2
04/02/2014,170310001,17.1,ug/m3 LC,62,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,2
04/02/2014,170310057,15.9,ug/m3 LC,59,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,2
04/02/2014,170310057,20,ug/m3 LC,68,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,2
04/02/2014,170310076,19.1,ug/m3 LC,66,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,2
04/02/2014,170310076,24.6,ug/m3 LC,77,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,2
04/02/2014,170314201,18.6,ug/m3 LC,65,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,2
04/02/2014,170314201,21,ug/m3 LC,70,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,2
04/02/2014,170316005,19,ug/m3 LC,66,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,2
05/02/2014,170310001,8.5,ug/m3 LC,35,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
05/02/2014,170310057,9.3,ug/m3 LC,39,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
05/02/2014,170310076,11,ug/m3 LC,46,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
05/02/2014,170314201,6.5,ug/m3 LC,27,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
05/02/2014,170316005,7.6,ug/m3 LC,32,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
06/02/2014,170310001,9.7,ug/m3 LC,40,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
06/02/2014,170310057,11.5,ug/m3 LC,48,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
06/02/2014,170310076,11.3,ug/m3 LC,47,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
06/02/2014,170314201,10.6,ug/m3 LC,44,NORTHBROOK WATER PLANT,17,Illinois,Cook,42.13999619,-87.79922692,1
06/02/2014,170316005,10.1,ug/m3 LC,42,LIBERTY SCHOOL,17,Illinois,Cook,41.86442642,-87.74890238,1
07/02/2014,170310001,9.3,ug/m3 LC,39,VILLAGE GARAGE,17,Illinois,Cook,41.6709919,-87.7324569,1
07/02/2014,170310057,10.6,ug/m3 LC,44,SPRINGFIELD PUMP STATION,17,Illinois,Cook,41.912739,-87.722673,1
07/02/2014,170310076,11.3,ug/m3 LC,47,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,1
07/02/2014,170310076,13.7,ug/m3 LC,54,COM ED MAINTENANCE BLDG,17,Illinois,Cook,41.75139998,-87.71348815,2
